[2020-07-11 20:27:50,923] delete_tag_cases.py->test_delete_default_tag_id line:34 [INFO] : [Test_VXAPI_011] 验证删除标签接口能否成功执行
[2020-07-11 20:27:51,110] delete_tag_cases.py->test_delete_tag line:25 [INFO] : [Test_VXAPI_010] 验证删除标签接口能否成功执行
[2020-07-11 20:27:51,263] get_tag_cases.py->test_get_tag line:24 [INFO] : [Test_VXAPI_007] 验证获取标签接口能否成功执行
[2020-07-11 20:27:51,408] update_tag_cases.py->test_update_tag_name line:25 [INFO] : [Test_VXAPI_008] 验证编辑标签接口能否成功执行
[2020-07-11 20:27:51,609] update_tag_cases.py->test_update_tag_name_redo line:34 [INFO] : [Test_VXAPI_009] 验证编辑标签接口名称重复能否执行成功
[2020-07-11 20:29:05,824] get_access_token_cases.py->test_get_access_token line:24 [INFO] : [Test_VXAPI_001] 验证获取access_token接口能否正常执行
[2020-07-11 20:29:05,976] get_access_token_cases.py->test_get_access_token_appid_error line:34 [INFO] : [Test_VXAPI_002] 验证获取access_token接口appid错误
[2020-07-11 20:29:06,039] get_access_token_cases.py->test_get_access_token_secret_error line:44 [INFO] : [Test_VXAPI_002] 验证获取access_token接口secret错误
[2020-07-11 20:29:06,116] update_remark_cases.py->test_update_remark line:25 [INFO] : [Test_VXAPI_012] 验证设置用户备注名能否成功执行
[2020-07-11 20:29:06,324] update_remark_cases.py->test_update_remark_openid_error line:34 [INFO] : [Test_VXAPI_013] 验证openid错误设置用户备注名能否成功执行
[2020-07-11 20:29:06,479] create_tag_cases.py->test_add_tag line:24 [INFO] : [Test_VXAPI_004] 验证创建标签接口能否成功执行
[2020-07-11 20:29:06,662] create_tag_cases.py->test_tag_name_long line:42 [INFO] : [Test_VXAPI_006] 验证创建标签接口标签名超过30个字符
[2020-07-11 20:29:06,806] create_tag_cases.py->test_tag_name_redo line:33 [INFO] : [Test_VXAPI_005] 验证创建标签接口重复标签名创建
[2020-07-11 20:29:06,967] delete_tag_cases.py->test_delete_default_tag_id line:34 [INFO] : [Test_VXAPI_011] 验证删除标签接口能否成功执行
[2020-07-11 20:29:07,140] delete_tag_cases.py->test_delete_tag line:25 [INFO] : [Test_VXAPI_010] 验证删除标签接口能否成功执行
[2020-07-11 20:29:07,286] get_tag_cases.py->test_get_tag line:24 [INFO] : [Test_VXAPI_007] 验证获取标签接口能否成功执行
[2020-07-11 20:29:07,452] update_tag_cases.py->test_update_tag_name line:25 [INFO] : [Test_VXAPI_008] 验证编辑标签接口能否成功执行
[2020-07-11 20:29:07,640] update_tag_cases.py->test_update_tag_name_redo line:34 [INFO] : [Test_VXAPI_009] 验证编辑标签接口名称重复能否执行成功
[2020-07-11 20:29:48,726] update_tag_cases.py->test_update_tag_name line:25 [INFO] : [Test_VXAPI_008] 验证编辑标签接口能否成功执行
[2020-07-11 20:29:48,969] update_tag_cases.py->test_update_tag_name_redo line:34 [INFO] : [Test_VXAPI_009] 验证编辑标签接口名称重复能否执行成功
[2020-07-11 20:32:23,055] update_tag_cases.py->test_update_tag_name line:25 [INFO] : [Test_VXAPI_008] 验证编辑标签接口能否成功执行
[2020-07-11 20:32:23,278] update_tag_cases.py->test_update_tag_name_redo line:34 [INFO] : [Test_VXAPI_009] 验证编辑标签接口名称重复能否执行成功
[2020-07-11 20:32:38,208] update_tag_cases.py->test_update_tag_name line:25 [INFO] : [Test_VXAPI_008] 验证编辑标签接口能否成功执行
[2020-07-11 20:32:38,469] update_tag_cases.py->test_update_tag_name_redo line:34 [INFO] : [Test_VXAPI_009] 验证编辑标签接口名称重复能否执行成功
[2020-07-11 20:32:42,307] update_tag_cases.py->test_update_tag_name line:25 [INFO] : [Test_VXAPI_008] 验证编辑标签接口能否成功执行
[2020-07-11 20:32:42,494] update_tag_cases.py->test_update_tag_name_redo line:34 [INFO] : [Test_VXAPI_009] 验证编辑标签接口名称重复能否执行成功
[2020-07-11 20:33:02,069] get_access_token_cases.py->test_get_access_token line:24 [INFO] : [Test_VXAPI_001] 验证获取access_token接口能否正常执行
[2020-07-11 20:33:02,202] get_access_token_cases.py->test_get_access_token_appid_error line:34 [INFO] : [Test_VXAPI_002] 验证获取access_token接口appid错误
[2020-07-11 20:33:02,260] get_access_token_cases.py->test_get_access_token_secret_error line:44 [INFO] : [Test_VXAPI_002] 验证获取access_token接口secret错误
[2020-07-11 20:33:02,342] update_remark_cases.py->test_update_remark line:25 [INFO] : [Test_VXAPI_012] 验证设置用户备注名能否成功执行
[2020-07-11 20:33:02,558] update_remark_cases.py->test_update_remark_openid_error line:34 [INFO] : [Test_VXAPI_013] 验证openid错误设置用户备注名能否成功执行
[2020-07-11 20:33:02,734] create_tag_cases.py->test_add_tag line:24 [INFO] : [Test_VXAPI_004] 验证创建标签接口能否成功执行
[2020-07-11 20:33:02,948] create_tag_cases.py->test_tag_name_long line:42 [INFO] : [Test_VXAPI_006] 验证创建标签接口标签名超过30个字符
[2020-07-11 20:33:03,148] create_tag_cases.py->test_tag_name_redo line:33 [INFO] : [Test_VXAPI_005] 验证创建标签接口重复标签名创建
[2020-07-11 20:33:03,358] delete_tag_cases.py->test_delete_default_tag_id line:34 [INFO] : [Test_VXAPI_011] 验证删除标签接口能否成功执行
[2020-07-11 20:33:03,543] delete_tag_cases.py->test_delete_tag line:25 [INFO] : [Test_VXAPI_010] 验证删除标签接口能否成功执行
[2020-07-11 20:33:03,701] get_tag_cases.py->test_get_tag line:24 [INFO] : [Test_VXAPI_007] 验证获取标签接口能否成功执行
[2020-07-11 20:33:03,824] update_tag_cases.py->test_update_tag_name line:25 [INFO] : [Test_VXAPI_008] 验证编辑标签接口能否成功执行
[2020-07-11 20:33:03,952] update_tag_cases.py->test_update_tag_name_redo line:34 [INFO] : [Test_VXAPI_009] 验证编辑标签接口名称重复能否执行成功
[2020-07-11 20:34:22,968] get_access_token_cases.py->test_get_access_token line:24 [INFO] : [Test_VXAPI_001] 验证获取access_token接口能否正常执行
[2020-07-11 20:34:23,110] get_access_token_cases.py->test_get_access_token_appid_error line:34 [INFO] : [Test_VXAPI_002] 验证获取access_token接口appid错误
[2020-07-11 20:34:23,164] get_access_token_cases.py->test_get_access_token_secret_error line:44 [INFO] : [Test_VXAPI_002] 验证获取access_token接口secret错误
[2020-07-11 20:34:23,233] update_remark_cases.py->test_update_remark line:25 [INFO] : [Test_VXAPI_012] 验证设置用户备注名能否成功执行
[2020-07-11 20:34:23,433] update_remark_cases.py->test_update_remark_openid_error line:34 [INFO] : [Test_VXAPI_013] 验证openid错误设置用户备注名能否成功执行
[2020-07-11 20:34:23,586] create_tag_cases.py->test_add_tag line:24 [INFO] : [Test_VXAPI_004] 验证创建标签接口能否成功执行
[2020-07-11 20:34:23,752] create_tag_cases.py->test_tag_name_long line:42 [INFO] : [Test_VXAPI_006] 验证创建标签接口标签名超过30个字符
[2020-07-11 20:34:23,869] create_tag_cases.py->test_tag_name_redo line:33 [INFO] : [Test_VXAPI_005] 验证创建标签接口重复标签名创建
[2020-07-11 20:34:23,996] delete_tag_cases.py->test_delete_default_tag_id line:34 [INFO] : [Test_VXAPI_011] 验证删除标签接口能否成功执行
[2020-07-11 20:34:24,150] delete_tag_cases.py->test_delete_tag line:25 [INFO] : [Test_VXAPI_010] 验证删除标签接口能否成功执行
[2020-07-11 20:34:24,269] get_tag_cases.py->test_get_tag line:24 [INFO] : [Test_VXAPI_007] 验证获取标签接口能否成功执行
[2020-07-11 20:34:24,416] update_tag_cases.py->test_update_tag_name line:25 [INFO] : [Test_VXAPI_008] 验证编辑标签接口能否成功执行
[2020-07-11 20:34:24,597] update_tag_cases.py->test_update_tag_name_redo line:34 [INFO] : [Test_VXAPI_009] 验证编辑标签接口名称重复能否执行成功
